,Borough,ZipCode,Block,Lot,BldgClassCategory,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,PropertyEvaluationvalue,Property_Age,Evaluation_date,Evaluation_month
12557,5,11354,4995,307,2,1,11000,894,2011,2,25,358412,11,2785.0,2
12558,5,11354,4995,307,2,1,11000,547,2011,2,25,249297,11,2765.0,3
12559,5,11358,5308,35,2,1,1800,1332,1950,1,5,375500,72,3377.0,7
12560,5,11358,5248,44,2,1,4900,1248,1941,1,2,985000,81,2878.0,11
12561,5,11358,5422,71,2,2,3000,2304,1956,1,10,1280000,66,3040.0,6
12562,5,11358,5551,30,2,1,4000,1040,1950,1,2,500000,72,3599.0,12
12563,5,11358,4865,39,2,1,4275,2075,1955,1,1,807000,67,3524.0,2
12564,5,11358,5288,14,2,2,2250,3525,2005,1,13,1138000,17,3615.0,11
12565,5,11354,4847,70,2,1,4000,1804,1950,1,1,800000,72,3489.0,3
12566,5,11358,5773,65,2,2,4170,3052,1946,1,9,1260000,76,3010.0,7
12567,5,11358,5551,3,2,1,4000,1781,1950,1,1,680000,72,3375.0,7
12568,5,11358,5444,9,2,2,3325,1980,1951,1,9,1080000,71,2885.0,11
12569,5,11354,5066,307,2,1,761,761,2012,2,25,853536,10,2848.0,12
12570,5,11354,4981,106,2,1,41742,1334,1963,2,25,733000,59,3023.0,7
12571,5,11354,5066,307,2,1,761,761,2012,2,25,868809,10,2899.0,11
12572,5,11364,7680,7,2,1,1710,1332,1951,1,5,825000,71,2840.0,1
12573,5,11364,7625,75,2,1,2600,1395,1955,1,5,523000,67,3586.0,12
12574,5,11364,7618,75,2,1,2658,1152,1950,1,1,555000,72,3369.0,7
12575,5,11364,7754,6,2,1,7198,1350,1945,1,0,800000,77,3634.0,11
12576,5,11364,7608,116,2,2,1983,2308,1964,1,13,887000,58,3614.0,11
12577,5,11364,7627,58,2,1,3000,1386,1950,1,5,488000,72,3672.0,9
12578,5,11364,7674,307,2,1,430267,1310,1945,2,25,604972,77,2938.0,9
12579,5,11364,7611,63,2,1,6000,2376,1950,1,3,795000,72,3493.0,3
12580,5,11364,7615,21,2,1,6000,1296,1951,1,2,980000,71,2857.0,12
12581,5,11364,7612,42,2,1,10000,4070,1946,1,1,2193000,76,2962.0,9
12582,5,11364,7627,61,2,1,3000,1332,1946,1,5,715000,76,3071.0,5
12583,5,11364,7627,45,2,1,3000,1116,1950,1,5,493000,72,3559.0,1
12584,5,11364,7601,44,2,1,5000,2474,1950,1,2,750000,72,3545.0,1
12585,5,11364,7614,32,2,1,6000,1401,1950,1,1,742000,72,3406.0,6
12586,5,11364,7624,27,2,1,2600,1350,1946,1,5,777000,76,2798.0,2
12587,5,11364,7767,44,2,1,4500,1480,1946,1,1,870000,76,2872.0,12
12588,5,11364,7683,24,2,1,5835,1136,1946,1,2,1230000,76,2858.0,12
12589,5,11364,7834,11,2,1,4500,2168,1955,1,2,580000,67,3609.0,11
12590,5,11364,7654,129,2,2,5000,3000,2012,1,9,865512,10,3503.0,3
12591,5,11364,7766,35,2,1,4980,2856,1950,1,2,535000,72,3707.0,8
12592,5,11364,7617,59,2,1,2600,1386,1946,1,5,799000,76,2989.0,8
12593,5,11364,7601,30,2,1,8000,1281,1941,1,2,1120000,81,3093.0,4
12594,5,11364,7608,46,2,2,1975,2593,1955,1,13,880000,67,3515.0,2
12595,5,11364,7834,19,2,1,4100,1280,1951,1,1,900000,71,2801.0,2
12596,5,11364,7626,43,2,1,4000,1650,1955,1,2,682888,67,3514.0,3
12597,5,11364,7608,116,2,2,1983,2308,1960,1,13,1100000,62,2885.0,11
12598,5,11364,7680,41,2,1,1764,1332,1955,1,5,380000,67,3585.0,12
12599,5,11364,7600,34,2,1,6000,1184,1946,1,2,1216000,76,2952.0,9
12600,5,11364,7681,37,2,2,4000,1848,1951,1,9,1150000,71,2854.0,12
12601,5,11364,7683,42,2,1,4000,1695,1950,1,1,652000,72,3726.0,8
12602,5,11364,7674,307,2,1,430267,830,1945,2,25,447500,77,2786.0,2
12603,5,11364,7766,38,2,1,4000,1300,1950,1,1,684000,72,3486.0,3
12604,5,11364,7614,22,2,1,5500,1609,1950,1,2,680000,72,3689.0,9
12605,5,11364,7687,19,2,1,4000,900,1946,1,2,960000,76,2967.0,8
12606,5,11364,7667,36,2,1,4000,1196,1955,1,2,580000,67,3599.0,12
12607,5,11364,7775,76,2,1,6000,1440,1951,1,2,929000,71,3054.0,6
12608,5,11364,7780,61,2,1,4140,3221,1945,1,0,715000,77,3721.0,8
12609,5,11364,7601,49,2,1,4000,2030,1955,1,3,728000,67,3584.0,12
12610,5,11364,7766,35,2,1,4980,2856,1950,1,2,700000,72,3441.0,5
12611,5,11364,7624,45,2,1,2600,1116,1946,1,5,770000,76,3040.0,6
12612,5,11364,7687,33,2,2,4000,2000,1946,1,11,1450000,76,2822.0,1
12613,5,11427,7817,70,2,1,4000,1928,1946,1,1,930000,76,3044.0,6
12614,5,11427,7806,1,2,1,6000,1500,1946,1,2,675000,76,3064.0,5
12615,5,11427,7815,36,2,1,6000,1535,1956,1,0,1500000,66,3085.0,5
12616,5,11427,7814,47,2,1,8400,2856,1955,1,1,1188000,67,3619.0,11
12617,5,11427,7816,7,2,1,8000,2991,1960,1,2,960000,62,3396.0,6
12618,5,11427,7786,65,2,1,4000,1296,1946,1,1,1090000,76,2917.0,10
12619,5,11427,7787,54,2,1,4000,1294,1950,1,2,500000,72,3669.0,9
12620,5,11364,7787,38,2,1,8960,3273,1956,1,2,800000,66,2900.0,11
12621,5,11427,7822,38,2,1,6500,1815,1965,1,2,799000,57,3382.0,7
12622,5,11433,10143,30,2,2,2800,3000,2012,1,10,419188,10,3543.0,1
12623,5,11433,10257,183,2,2,3000,2024,1955,1,10,205000,67,3560.0,1
12624,5,11433,10251,174,2,1,2000,725,1951,1,5,251000,71,2760.0,3
12625,5,11433,12161,34,2,1,1888,1636,1955,1,5,294000,67,3565.0,1
12626,5,11433,10123,36,2,2,2503,2040,2011,1,10,840056,11,2973.0,8
12627,5,11433,12174,112,2,2,2548,1810,2007,1,10,560000,15,2966.0,8
12628,5,11433,10140,21,2,2,2875,3350,2006,1,10,350000,16,3417.0,6
12629,5,11433,10163,63,2,2,5000,2100,2008,1,10,375496,14,3585.0,12
12630,5,11435,11959,307,2,2,4000,1020,1950,1,11,405000,72,3543.0,1
12631,5,11433,10255,28,2,2,1620,1848,1993,1,9,280000,29,3488.0,3
12632,5,11433,12143,107,2,2,1395,1732,2006,1,10,219000,16,3711.0,8
12633,5,11433,12172,33,2,1,1600,1152,1950,1,5,340000,72,3376.0,7
12634,5,11433,10195,22,2,1,4000,1050,1960,1,2,375000,62,3378.0,7
12635,5,11434,12172,80,2,1,1600,1152,1946,1,5,275000,76,2940.0,9
12636,5,11433,10241,20,2,2,2958,2500,2005,1,10,150000,17,3521.0,2
12637,5,11435,11949,307,2,1,4000,923,1956,4,25,330000,66,2959.0,9
12638,5,11435,10054,22,2,2,3125,2130,2009,1,10,833947,13,2800.0,2
12639,5,11433,10123,34,2,2,2660,2108,1989,1,9,500000,33,2966.0,8
12640,5,11433,10187,32,2,1,1656,1336,1946,1,5,445000,76,2921.0,10
12641,5,11433,10123,35,2,2,2503,2040,2011,1,10,750000,11,3106.0,4
12642,5,11433,10133,65,2,2,3423,2400,1988,1,10,600000,34,3005.0,7
12643,5,11435,11959,307,2,1,2800,924,1941,1,5,435000,81,3018.0,7
12644,5,11433,10264,54,2,2,4000,2100,1956,1,11,470000,66,2967.0,8
12645,5,11435,10045,10,2,2,2301,2020,2011,1,10,687000,11,3045.0,6
12646,5,11433,10135,18,2,2,2500,4755,2006,1,13,550000,16,3423.0,5
12647,5,11433,10133,123,2,2,1887,2100,1989,1,10,336000,33,2756.0,3
12648,5,11435,10054,123,2,2,2500,2130,2012,1,10,834500,10,2833.0,1
12649,5,11435,11965,35,2,1,3600,1190,1960,1,5,335000,62,3409.0,6
12650,5,11435,10054,21,2,2,2500,2130,2009,1,10,819000,13,2855.0,12
12651,5,11433,10240,156,2,2,2940,2240,1991,1,9,385000,31,3654.0,10
12652,5,11433,10202,22,2,1,4080,1050,1956,1,2,420000,66,2938.0,9
12653,5,11433,12143,125,2,2,2463,2500,2009,1,9,480000,13,3584.0,12
12654,5,11433,10267,7,2,2,3800,1469,1946,1,12,689000,76,2975.0,8
12655,5,11412,11019,157,2,1,2000,1200,1941,1,5,450000,81,2798.0,2
12656,5,11433,10298,77,2,1,4200,1188,1950,1,2,220000,72,3515.0,2
12657,5,11412,11000,247,2,1,1800,936,1945,1,5,303500,77,3594.0,12
12658,5,11412,12661,3,2,1,4000,1147,1946,1,2,715000,76,3060.0,5
12659,5,11433,10296,54,2,1,5000,1188,1946,1,1,446160,76,2990.0,8
12660,5,11412,11014,53,2,1,2500,870,1950,1,5,170000,72,3630.0,11
12661,5,11429,10983,16,2,2,3000,1848,1946,1,9,725000,76,3001.0,7
12662,5,11433,10274,30,2,2,4000,2800,2000,1,10,764519,22,2973.0,8
12663,5,11412,10431,7,2,2,1625,1850,2003,1,10,530000,19,2869.0,12
12664,5,11412,10397,27,2,2,1535,2400,2004,1,10,220000,18,3633.0,11
12665,5,11412,11014,50,2,1,2000,780,1941,1,5,490000,81,2911.0,10
12666,5,11412,11014,53,2,1,2500,870,1950,1,5,305000,72,3447.0,5
12667,5,11412,12663,58,2,2,3000,2208,1961,1,10,400000,61,2890.0,11
12668,5,11433,10296,25,2,2,4750,1156,1951,1,11,526000,71,3038.0,6
12669,5,11433,10297,64,2,2,4200,1156,1950,1,11,400000,72,3586.0,12
12670,5,11412,12640,41,2,1,2664,1168,1946,1,5,290000,76,2865.0,12
12671,5,11412,12616,21,2,1,4600,1120,1950,1,2,276000,72,3362.0,7
12672,5,11433,10294,1,2,1,5000,1016,1951,1,2,350000,71,3054.0,6
12673,5,11412,11021,21,2,2,2200,1652,1946,1,9,340000,76,2954.0,9
12674,5,11412,12599,35,2,1,8711,3375,1962,4,25,1300000,60,3584.0,12
12675,5,11429,10965,284,2,1,2300,1224,1945,1,5,355500,77,3710.0,8
12676,5,11412,11033,12,2,2,3350,2150,2004,1,10,300000,18,3416.0,6
12677,5,11412,11020,69,2,2,4000,1220,1945,1,11,355000,77,3500.0,3
12678,5,11434,12402,38,2,1,4500,1114,1950,1,2,171000,72,3578.0,12
12679,5,11411,11082,51,2,2,2070,1604,1946,1,9,590000,76,2932.0,10
12680,5,11412,12653,30,2,2,5000,1406,1950,1,11,265000,72,3696.0,8
12681,5,11412,12638,16,2,2,4000,1237,1946,1,9,620000,76,2924.0,10
12682,5,11429,10965,282,2,1,1800,1224,1941,1,5,385000,81,2974.0,8
12683,5,11433,10294,25,2,2,2367,1432,1951,1,10,623890,71,2994.0,8
12684,5,11433,10296,15,2,1,4200,1388,1951,1,2,350000,71,3037.0,6
12685,5,11412,11015,16,2,1,2000,1200,1941,1,5,465000,81,3066.0,5
12686,5,11412,11014,48,2,1,2000,1320,1945,1,5,323300,77,3587.0,12
12687,5,11434,12462,36,2,2,2423,2090,2003,1,10,665000,19,3001.0,7
12688,5,11433,10271,144,2,2,1800,1224,1946,1,11,410000,76,2904.0,11
12689,5,11412,10972,31,2,1,4000,1183,1941,1,2,635000,81,2933.0,10
12690,5,11412,11020,71,2,2,4600,1220,1941,1,11,710000,81,3031.0,6
12691,5,11412,11015,56,2,1,2000,1200,1945,1,5,361702,77,3451.0,5
12692,5,11412,11021,33,2,2,2200,1652,1950,1,11,150000,72,3574.0,12
12693,5,11412,10304,137,2,1,2423,1188,1950,1,5,200000,72,3557.0,1
12694,5,11433,10298,71,2,1,4200,1188,1950,1,2,240000,72,3469.0,4
12695,5,11434,12470,22,2,2,5760,2256,1986,1,10,750000,36,2819.0,1
12696,5,11412,11036,10,2,1,4000,1376,1950,1,2,240000,72,3677.0,9
12697,5,11412,12605,26,2,1,3742,1440,1956,1,5,373692,66,2829.0,1
12698,5,11435,9698,17,2,1,34682,12500,1955,4,25,5545000,67,3577.0,12
12699,5,11432,9830,26,2,2,1485,2151,2003,1,9,880000,19,2773.0,3
12700,5,11432,9830,22,2,2,1133,1836,2012,1,9,500000,10,3608.0,11
12701,5,11432,9830,126,2,2,1183,2151,2007,1,9,555000,15,3381.0,7
12702,5,11435,10031,7,2,1,7000,8722,1982,4,25,4500000,40,2840.0,1
12703,5,11432,9827,18,2,2,16160,62676,1961,2,20,9650000,61,3609.0,11
12704,5,11433,10212,28,2,2,3956,3000,2006,1,13,696178,16,3690.0,9
12705,5,11432,9823,6,2,2,6250,3166,1960,4,25,800000,62,3672.0,9
12706,5,11435,9977,12,2,2,5000,3060,2006,1,13,937527,16,3451.0,5
12707,5,11435,9674,48,2,2,1238,3225,2006,1,25,910000,16,3699.0,8
12708,5,11435,9702,1,2,2,14988,24000,1949,4,25,7150000,73,2802.0,2
12709,5,11432,9762,58,2,2,12500,54000,1941,2,20,6400000,81,3579.0,12
12710,5,11432,9836,66,2,2,3133,3265,1966,1,13,1100000,56,2987.0,8
12711,5,11432,9809,77,2,2,2594,3840,2003,1,13,1240000,19,2884.0,11
12712,5,11432,9830,26,2,2,1485,2151,2007,1,9,555000,15,3486.0,3
12713,5,11432,9959,90,2,1,6000,1600,1946,1,2,990000,76,2869.0,12
12714,5,11432,7253,33,2,1,4800,2175,1960,1,1,866000,62,3496.0,3
12715,5,11432,9880,13,2,2,3625,3076,1956,1,13,1040000,66,3074.0,5
12716,5,11432,9880,13,2,2,3625,3076,1956,1,13,1350000,66,2774.0,3
12717,5,11432,9943,14,2,1,7744,2176,1946,1,2,1100000,76,3008.0,7
12718,5,11432,7231,94,2,1,5096,2229,1975,1,2,850000,47,3607.0,11
12719,5,11432,9937,307,2,1,18669,811,2001,2,25,420000,21,2919.0,10
12720,5,11432,7233,68,2,1,5870,4600,1969,1,3,1625000,53,2801.0,2
12721,5,11432,9968,11,2,1,5050,1808,1941,1,2,1080000,81,2813.0,1
12722,5,11432,7253,34,2,1,6142,4896,2000,1,1,1500000,22,2973.0,8
12723,5,11432,9967,48,2,1,4000,1000,1946,1,2,575000,76,2932.0,10
12724,5,11432,9955,140,2,1,4950,1734,1950,1,2,570000,72,3591.0,12
12725,5,11432,7236,39,2,1,7339,4467,2008,1,3,2400000,14,2990.0,8
12726,5,11367,6713,307,2,1,38440,1002,1969,2,25,640000,53,2907.0,10
12727,5,11432,6715,5,2,2,1638,3000,1995,1,13,1340000,27,3080.0,5
12728,5,11432,7042,38,2,1,3924,1325,1946,1,2,629000,76,2799.0,2
12729,5,11432,7026,53,2,1,4100,1196,1956,1,2,890000,66,2848.0,12
12730,5,11367,6713,307,2,1,38440,1195,1969,2,25,738000,53,2827.0,1
12731,5,11367,6713,307,2,1,38440,729,1969,2,25,410000,53,3115.0,4
12732,5,11432,7042,46,2,1,4840,1366,1946,1,2,780000,76,3088.0,5
12733,5,11367,6713,307,2,1,38440,1002,1969,2,25,640000,53,2784.0,3
12734,5,11432,9862,67,2,1,4000,3184,1976,1,1,990000,46,2855.0,12
12735,5,11432,9851,34,2,2,2960,2376,1966,1,13,1170000,56,2759.0,3
12736,5,11432,9728,1,2,2,5250,1856,1946,1,9,995000,76,2997.0,7
12737,5,11432,9852,44,2,2,2844,2887,1966,1,13,1150000,56,3075.0,5
12738,5,11423,10454,19,2,1,10734,17600,1993,4,25,4125000,29,2847.0,12
12739,5,11412,10347,63,2,1,2200,1694,1945,1,2,200000,77,3403.0,6
12740,5,11423,10463,56,2,1,4407,2515,1989,1,8,206300,33,2970.0,8
12741,5,11423,10849,105,2,2,3000,1482,2001,1,10,700000,21,2907.0,10
12742,5,11412,10347,40,2,1,4000,1695,1946,1,2,535000,76,2949.0,9
12743,5,11412,10892,28,2,1,5650,1800,1946,1,0,550000,76,3102.0,4
12744,5,11412,10345,39,2,2,4000,1250,1945,1,11,250000,77,3385.0,7
12745,5,11412,10347,100,2,1,2200,1694,1945,1,5,175000,77,3633.0,11
12746,5,11423,10823,5,2,2,2250,2337,1960,1,12,415000,62,3514.0,3
12747,5,11423,10826,47,2,2,2428,2584,2007,1,9,530000,15,3528.0,2
12748,5,11423,10827,35,2,1,2853,1530,1955,1,1,305000,67,3503.0,3
12749,5,11423,10817,20,2,2,2500,2080,2007,1,13,610000,15,3598.0,12
12750,5,11429,10918,33,2,1,1710,1831,1941,1,5,430000,81,2842.0,1
12751,5,11423,10827,4,2,2,2248,3294,2001,1,13,970000,21,2865.0,12
12752,5,11434,14000,307,2,2,2241,1864,1941,1,11,418900,81,3010.0,7
12753,5,11434,12529,307,2,2,4126,2544,1988,1,10,760000,34,2844.0,12
12754,5,11434,13292,91,2,2,4000,2394,1941,1,11,735000,81,2805.0,2
12755,5,11434,12292,15,2,1,4500,1235,1946,1,2,270000,76,3043.0,6
12756,5,11434,13303,9,2,1,1898,1071,1960,1,5,290000,62,3703.0,8
12757,5,11434,12458,162,2,2,2922,1850,2010,1,9,655000,12,2871.0,12
12758,5,11413,13328,56,2,2,4860,2042,1981,1,10,700000,41,3085.0,5
12759,5,11434,12572,307,2,1,37857,809,1984,1,25,300000,38,2924.0,10
12760,5,11434,12294,52,2,1,4000,960,1951,1,2,567600,71,2910.0,10
12761,5,11434,12537,99,2,2,3000,2112,1990,1,10,332299,32,3650.0,10
12762,5,11434,12523,66,2,1,3403,874,1946,1,2,375000,76,3065.0,5
12763,5,11413,12716,14,2,1,4000,1012,1960,1,2,200000,62,3516.0,2
12764,5,11434,12548,27,2,2,4240,2088,1971,1,10,585494,51,2757.0,3
12765,5,11434,12458,307,2,1,3780,1050,1951,1,2,475000,71,2966.0,8
12766,5,11434,14000,307,2,1,2438,896,1950,1,5,210000,72,3480.0,4
12767,5,11434,12296,9,2,2,4400,2159,1950,1,11,247500,72,3698.0,8
12768,5,11413,12682,38,2,1,3800,1417,1946,1,2,510000,76,2857.0,12
12769,5,11434,12293,23,2,2,4000,1664,1950,1,11,333600,72,3431.0,5
12770,5,11434,12995,80,2,2,4000,1473,1945,1,11,285000,77,3592.0,12
12771,5,11434,13294,8,2,2,3787,1596,1986,1,10,249000,36,2966.0,8
12772,5,11434,13292,93,2,2,4000,1555,1945,1,11,426000,77,3549.0,1
12773,5,11434,12523,12,2,1,2695,1152,1955,1,5,215000,67,3501.0,3
12774,5,11434,12519,57,2,2,3234,3264,2002,1,10,512500,20,3620.0,11
12775,5,11434,12270,94,2,1,2755,1140,1945,1,2,345000,77,3497.0,3
12776,5,11434,12458,307,2,1,2178,1386,1941,1,5,220000,81,3107.0,4
12777,5,11413,12687,75,2,2,8960,2750,1960,1,10,535600,62,3441.0,5
12778,5,11434,12317,31,2,2,3100,2016,1956,1,10,655000,66,2827.0,1
12779,5,11434,12131,6,2,2,4500,1754,1945,1,10,432000,77,3566.0,1
12780,5,11413,13044,34,2,2,2800,1424,2005,1,10,260000,17,3585.0,12
12781,5,11434,13074,4,2,2,2005,1020,2001,1,10,660000,21,2959.0,9
12782,5,11413,12720,137,2,1,3800,2700,2004,1,1,720000,18,2868.0,12
12783,5,11412,12679,8,2,1,4000,1350,1941,1,2,335000,81,2785.0,2
12784,5,11434,12294,52,2,1,4000,960,1951,1,2,360000,71,3107.0,4
12785,5,11412,12686,21,2,2,3760,1099,1946,1,10,840000,76,3096.0,4
12786,5,11434,12583,8,2,2,3870,2250,1998,1,10,885000,24,2975.0,8
12787,5,11434,12515,31,2,2,1931,2313,2006,1,10,587329,16,3437.0,5
12788,5,11412,12687,54,2,2,3840,1708,1955,1,10,422500,67,3661.0,10
12789,5,11412,12668,18,2,1,4000,1402,1946,1,2,385000,76,2829.0,1
12790,5,11434,12293,42,2,2,4660,2500,1990,1,10,247500,32,3696.0,8
12791,5,11413,12729,37,2,1,4560,2250,1961,1,2,595000,61,2771.0,3
12792,5,11434,13294,1,2,2,6000,1544,1946,1,10,450000,76,2800.0,2
12793,5,11434,14000,303,2,1,2200,1160,1941,1,2,435000,81,2770.0,3
12794,5,11434,12458,307,2,1,1980,1586,1941,1,5,470000,81,3058.0,5
12795,5,11434,12598,9,2,2,4000,1943,1946,1,11,523195,76,2864.0,12
12796,5,11434,12285,24,2,2,5260,1527,1961,1,10,435000,61,2756.0,3
12797,5,11434,12287,104,2,1,4000,1304,1941,1,2,430000,81,2829.0,1
12798,5,11434,12458,307,2,1,1980,1386,1945,1,5,305612,77,3441.0,5
12799,5,11413,13079,34,2,2,4000,2208,1950,1,10,338350,72,3446.0,5
12800,5,11434,13283,158,2,2,3853,2072,1946,1,10,835000,76,3085.0,5
12801,5,11434,14000,307,2,1,2200,1160,1941,1,5,395000,81,3052.0,6
12802,5,11434,12458,307,2,1,2178,1386,1941,1,5,510000,81,2933.0,10
12803,5,11434,12495,164,2,2,1674,2323,2005,1,10,450000,17,3495.0,3
12804,5,11434,12492,16,2,1,2500,1088,1950,1,5,163000,72,3585.0,12
12805,5,11434,14000,307,2,1,2200,1189,1941,1,2,499999,81,2933.0,10
12806,5,11434,13299,17,2,2,2850,1994,2012,1,10,700000,10,3081.0,5
12807,5,11434,12273,81,2,1,5208,1200,1945,1,2,180000,77,3508.0,3
12808,5,11413,12733,42,2,1,1600,1120,1946,1,5,467000,76,2890.0,11
12809,5,11434,12294,20,2,2,4000,1312,1946,1,10,450000,76,2899.0,11
12810,5,11413,12726,51,2,1,3600,1562,1950,1,1,410000,72,3432.0,5
12811,5,11434,12259,18,2,1,4000,1266,1946,1,2,590000,76,2946.0,9
12812,5,11434,12538,156,2,2,3000,2000,2005,1,10,429936,17,3462.0,4
12813,5,11434,12317,4,2,2,3250,1932,2006,1,10,495000,16,3668.0,9
12814,5,11413,13057,26,2,1,2660,1580,1951,1,5,483000,71,2875.0,11
12815,5,11413,12728,7,2,1,3800,1008,1956,1,2,350000,66,2841.0,1
12816,5,11434,13286,164,2,1,3995,874,1960,1,2,295000,62,3535.0,2
12817,5,11412,12683,44,2,1,3800,1665,1945,1,2,390000,77,3587.0,12
12818,5,11434,14000,307,2,1,2143,1360,1941,1,2,420000,81,2952.0,9
12819,5,11434,12593,105,2,2,3000,2880,2003,1,10,499500,19,3486.0,3
12820,5,11434,12307,50,2,2,3000,1669,1961,1,10,225000,61,3047.0,6
12821,5,11413,13052,34,2,1,2754,1020,1946,1,1,537500,76,2786.0,2
12822,5,11412,12674,14,2,2,5000,1530,1946,1,11,745000,76,2812.0,2
12823,5,11434,13074,5,2,1,2250,1020,2005,1,5,349000,17,3552.0,1
12824,5,11428,10721,12,2,2,5000,2636,1946,1,9,950000,76,2983.0,8
12825,5,11427,10684,13,2,2,5000,1585,1946,1,11,815000,76,2967.0,8
12826,5,11427,10665,12,2,1,1656,1530,1946,1,5,485000,76,3053.0,6
12827,5,11428,10696,30,2,1,3915,2572,1956,1,2,630000,66,2856.0,12
12828,5,11429,11101,75,2,2,4330,2549,2001,1,10,725000,21,2805.0,2
12829,5,11427,10656,258,2,2,1742,1589,1950,1,9,392000,72,3458.0,4
12830,5,11429,11134,51,2,2,2720,1560,1961,1,9,465000,61,2959.0,9
12831,5,11411,11237,90,2,1,3800,1872,1955,1,0,340000,67,3696.0,8
12832,5,11427,7950,78,2,1,3680,1290,1950,1,0,240000,72,3571.0,1
12833,5,11429,11184,36,2,1,3000,1496,1955,1,2,312000,67,3710.0,8
12834,5,11427,7950,89,2,1,3860,1290,1950,1,0,461000,72,3605.0,11
12835,5,11427,7916,33,2,1,4900,1160,1946,1,2,310000,76,2805.0,2
12836,5,11427,10660,18,2,1,2200,1683,1950,1,5,234750,72,3537.0,2
12837,5,11411,11254,142,2,1,4000,1319,1946,1,0,562000,76,2855.0,12
12838,5,11411,11255,24,2,1,3800,1031,1946,1,0,587000,76,2848.0,12
12839,5,11427,7968,54,2,1,3950,1321,1955,1,0,465000,67,3649.0,10
12840,5,11429,11203,12,2,1,6005,2138,1960,1,1,400000,62,3404.0,6
12841,5,11429,11244,6,2,1,1800,1683,1955,1,5,310000,67,3469.0,4
12842,5,11429,11104,29,2,1,2000,1512,2000,1,5,460000,22,2770.0,3
12843,5,11412,11208,14,2,1,4000,1232,1946,1,2,489600,76,2829.0,1
12844,5,11427,10664,82,2,1,1656,1683,1941,1,5,580000,81,2760.0,3
12845,5,11428,10743,1,2,1,20880,2915,1971,4,25,1300000,51,2889.0,11
12846,5,11427,7880,47,2,2,2387,2200,2002,1,10,658500,20,3515.0,2
12847,5,11411,11255,35,2,1,3800,1031,1946,1,0,285000,76,3017.0,7
12848,5,11429,11153,9,2,1,1640,1240,2002,1,5,500000,20,2889.0,11
12849,5,11427,7950,135,2,2,3900,1824,1946,1,11,835000,76,2998.0,7
12850,5,11427,7970,168,2,2,2067,2904,1975,1,13,215000,47,3432.0,5
12851,5,11429,11245,65,2,1,4000,840,1946,1,0,225000,76,3004.0,7
12852,5,11427,10678,50,2,1,4000,1169,1946,1,2,645000,76,2854.0,12
12853,5,11429,11189,35,2,1,4500,1220,1946,1,0,540000,76,3040.0,6
12854,5,11411,11269,38,2,1,1800,1620,1945,1,5,315000,77,3474.0,4
12855,5,11429,11248,31,2,1,5327,1225,1945,1,0,345000,77,3420.0,6
12856,5,11429,11224,45,2,1,4000,1241,1950,1,0,388000,72,3555.0,1
12857,5,11428,10739,30,2,1,4000,1080,1951,1,2,668000,71,2784.0,3
12858,5,11429,11192,48,2,1,3600,1206,1946,1,0,114000,76,2828.0,1
12859,5,11429,11122,36,2,1,4040,1393,1946,1,0,455000,76,3046.0,6
12860,5,11429,11173,32,2,2,4123,2450,1984,1,11,650000,38,2784.0,3
12861,5,11429,11235,53,2,1,2167,1354,1945,1,5,174000,77,3538.0,2
12862,5,11427,7949,9,2,1,2050,1880,1956,1,5,455000,66,3045.0,6
12863,5,11418,9270,36,2,2,1680,2392,1946,1,13,799000,76,2879.0,11
12864,5,11418,3321,12,2,1,2502,2481,1962,4,25,999999,60,2870.0,12
12865,5,11415,3322,130,2,2,2140,3103,1970,1,13,600000,52,3587.0,12
12866,5,11415,9248,32,2,2,1900,2536,1965,1,13,500000,57,3585.0,12
12867,5,11415,9230,51,2,2,3448,2764,1971,1,13,1280000,51,2767.0,3
12868,5,11415,9245,46,2,2,1802,2078,1990,1,10,850000,32,2801.0,2
12869,5,11418,9208,1,2,1,4480,2056,1965,1,3,360000,57,3455.0,4
12870,5,11418,9305,1,2,1,3248,1500,1960,4,25,955000,62,3641.0,10
12871,5,11418,9328,59,2,2,3499,2190,2008,1,9,585000,14,3546.0,1
12872,5,11419,9399,2,2,1,12600,300,1946,4,25,3500000,76,3100.0,4
12873,5,11418,9187,18,2,2,3925,3300,2004,1,13,885000,18,2872.0,12
12874,5,11419,9444,45,2,2,3104,1980,1951,1,10,770000,71,3015.0,7
12875,5,11419,9451,28,2,1,3757,2496,1955,1,2,437500,67,3584.0,12
12876,5,11417,9506,45,2,2,2000,3309,1960,1,13,340000,62,3712.0,8
12877,5,11419,9396,47,2,2,2503,3060,2004,1,13,998000,18,2921.0,10
12878,5,11411,12789,87,2,1,3800,1185,1941,1,2,286200,81,2911.0,10
12879,5,11411,12820,27,2,1,4500,1340,1945,1,2,430000,77,3369.0,7
12880,5,11411,12785,97,2,1,4000,1260,1941,1,2,590000,81,2763.0,3
12881,5,11411,11291,14,2,1,1842,1080,1941,1,5,540000,81,2984.0,8
12882,5,11411,11294,54,2,1,4000,1808,1945,1,2,147000,77,3459.0,4
12883,5,11411,11334,35,2,1,5646,1238,1941,1,2,485500,81,3059.0,5
12884,5,11411,12790,14,2,1,4000,1120,1946,1,2,480000,76,2875.0,11
12885,5,11411,11302,22,2,1,4000,1417,1941,1,2,300000,81,3051.0,6
